ID;POTENCIA;NRESIDENTES;TIPOVIVIENDA;PROVINCIA;MES;PREDICCION_CONSUMO;PREDICCION_PRECIO;COSTE_POTENCIA;COSTE_ESTIMADO;FECHA_PREDICCION
257;4.3;3.1;Casa Unifamiliar;MADRID;2025-07;536.63;273.1115;1174.38;146559.82;2025-04-20
258;6.1;3.1;Piso;ZAMORA;2025-09;207.64;51.1786;312.19;10626.72;2025-04-20
259;4.3;4.8;Casa Unifamiliar;ALICANTE;2025-07;591.35;93.4096;401.66;55237.77;2025-04-20
260;6.6;2.4;Casa Unifamiliar;BADAJOZ;2025-07;592.67;204.4472;1349.35;121169.72;2025-04-20
261;5.4;3.9;Duplex;TERUEL;2025-04;349.39;68.5723;370.29;23958.48;2025-04-20
262;6.3;3.2;Piso;GRANADA;2025-06;283.53;391.3022;2465.2;110945.91;2025-04-20
263;6.3;2.2;Adosado;SEVILLA;2025-04;370.27;50.8795;320.54;18839.15;2025-04-20
264;3.5;3.0;Duplex;SEVILLA;2025-07;419.84;52.6271;184.19;22094.96;2025-04-20
265;3.7;2.9;Duplex;TARRAGONA;2025-04;442.8;42.1831;156.08;18678.68;2025-04-20
266;4.9;3.5;Duplex;CIUDAD REAL;2025-10;396.51;282.8358;1385.9;112147.22;2025-04-20
267;5.0;2.0;Casa Unifamiliar;CANTABRIA;2025-09;515.19;95.8215;479.11;49366.28;2025-04-20
268;6.4;3.2;Piso;SALAMANCA;2025-04;183.79;75.1442;480.92;13810.75;2025-04-20
269;4.7;3.6;Adosado;MALAGA;2025-05;350.12;71.538;336.23;25046.88;2025-04-20
270;6.2;2.7;Piso;GRANADA;2025-09;300.81;63.9191;396.3;19227.5;2025-04-20
271;6.6;3.4;Piso;ALBACETE;2025-08;261.61;78.4601;517.84;20525.95;2025-04-20
272;3.6;3.3;Piso;CADIZ;2025-09;279.6;69.8942;251.62;19542.42;2025-04-20
273;3.8;2.3;Adosado;VALLADOLID;2025-03;400.48;116.4733;442.6;46645.23;2025-04-20
274;4.3;3.7;Duplex;BADAJOZ;2025-08;429.5;67.0687;288.4;28806.01;2025-04-20
275;5.7;3.7;Duplex;OURENSE;2025-06;443.67;237.9433;1356.28;105568.3;2025-04-20
276;3.8;4.1;Adosado;TERUEL;2025-07;315.26;208.5841;792.62;65758.22;2025-04-20
277;6.4;2.3;Piso;BARCELONA;2025-04;251.07;41.1132;263.12;10322.29;2025-04-20
278;5.1;2.6;Piso;TERUEL;2025-05;198.95;52.0324;265.37;10351.85;2025-04-20
279;4.6;2.7;Piso;ZARAGOZA;2025-05;258.88;72.7541;334.67;18834.58;2025-04-20
280;5.1;2.1;Duplex;LUGO;2025-10;413.53;32.0041;163.22;13234.66;2025-04-20
281;4.5;2.2;Piso;LEON;2025-09;298.72;104.5053;470.27;31217.82;2025-04-20
282;4.1;4.7;Duplex;HUELVA;2025-04;411.01;66.4576;272.48;27314.74;2025-04-20
283;5.4;2.9;Casa Unifamiliar;VALENCIA;2025-05;610.87;483.2385;2609.49;295195.9;2025-04-20
284;4.1;3.9;Piso;GIRONA;2025-08;305.2;60.9281;249.81;18595.26;2025-04-20
285;3.5;2.9;Casa Unifamiliar;BARCELONA;2025-10;534.94;91.7054;320.97;49056.89;2025-04-20
286;6.5;2.5;Casa Unifamiliar;GIRONA;2025-10;611.51;32.0206;208.13;19580.92;2025-04-20
287;6.0;2.7;Piso;CANTABRIA;2025-10;301.33;153.6226;921.74;46291.1;2025-04-20
288;5.9;2.9;Casa Unifamiliar;CASTELLON;2025-05;601.31;72.7142;429.01;43723.78;2025-04-20
289;3.9;3.8;Duplex;CIUDAD REAL;2025-05;400.07;73.9006;288.21;29565.41;2025-04-20
290;6.5;4.0;Adosado;ZAMORA;2025-04;344.84;56.5165;367.36;19489.15;2025-04-20
291;5.2;4.0;Piso;JAEN;2025-03;204.67;174.7213;908.55;35760.21;2025-04-20
292;3.6;3.1;Adosado;HUELVA;2025-10;344.87;366.7791;1320.4;126491.11;2025-04-20
293;6.0;2.3;Adosado;ASTURIAS;2025-08;366.48;68.9317;413.59;25262.09;2025-04-20
294;3.7;3.0;Casa Unifamiliar;LAS PALMAS;2025-09;478.91;66.0702;244.46;31641.68;2025-04-20
295;4.9;3.1;Casa Unifamiliar;HUELVA;2025-07;402.28;343.7737;1684.49;138293.28;2025-04-20
296;5.4;2.2;Adosado;GIRONA;2025-08;351.49;42.5434;229.73;14953.58;2025-04-20
297;4.4;4.8;Piso;ILLES BALEARS;2025-06;170.46;74.8982;329.55;12767.15;2025-04-20
298;3.8;2.9;Adosado;BURGOS;2025-10;292.98;173.2779;658.46;50766.96;2025-04-20
299;5.7;3.4;Duplex;ALMERIA;2025-03;445.48;62.283;355.01;27745.83;2025-04-20
300;6.0;2.6;Casa Unifamiliar;CUENCA;2025-06;578.82;167.9642;1007.79;97221.04;2025-04-20
301;5.2;3.6;Piso;SALAMANCA;2025-10;280.85;168.8873;878.21;47432.0;2025-04-20
302;3.9;2.9;Adosado;LAS PALMAS;2025-03;347.72;398.7073;1554.96;138638.5;2025-04-20
303;6.3;2.4;Adosado;A CORUÑA;2025-09;397.92;40.7979;257.03;16234.3;2025-04-20
304;5.2;2.1;Casa Unifamiliar;MALAGA;2025-09;597.77;94.0043;488.82;56192.95;2025-04-20
305;5.8;4.4;Adosado;MURCIA;2025-06;399.75;164.5948;954.65;65796.77;2025-04-20
306;4.1;4.9;Adosado;ALICANTE;2025-05;350.91;65.1245;267.01;22852.84;2025-04-20
307;5.7;3.7;Duplex;BURGOS;2025-09;452.76;76.6912;437.14;34722.71;2025-04-20
308;5.6;2.8;Casa Unifamiliar;BIZKAIA;2025-10;515.95;67.0262;375.35;34582.17;2025-04-20
309;3.8;3.7;Adosado;LA RIOJA;2025-10;342.02;60.5183;229.97;20698.47;2025-04-20
310;6.2;3.3;Piso;TERUEL;2025-09;296.98;168.9585;1047.54;50177.3;2025-04-20
311;3.9;2.6;Casa Unifamiliar;SALAMANCA;2025-08;517.83;64.749;252.52;33528.97;2025-04-20
312;5.8;2.7;Casa Unifamiliar;TOLEDO;2025-03;478.16;70.6646;409.85;33788.99;2025-04-20
313;5.7;3.8;Adosado;CANTABRIA;2025-06;393.42;106.9618;609.68;42080.91;2025-04-20
314;3.9;5.0;Casa Unifamiliar;CASTELLON;2025-06;516.05;62.5617;243.99;32284.97;2025-04-20
315;3.4;3.7;Casa Unifamiliar;LAS PALMAS;2025-06;485.21;68.4293;232.66;33202.58;2025-04-20
316;6.3;2.2;Adosado;OURENSE;2025-10;348.4;79.5363;501.08;27710.45;2025-04-20
317;3.4;2.4;Duplex;SALAMANCA;2025-05;451.69;194.4914;661.27;87849.82;2025-04-20
318;5.0;2.0;Casa Unifamiliar;ALICANTE;2025-08;550.71;189.7195;948.6;104480.43;2025-04-20
319;3.8;2.5;Casa Unifamiliar;CADIZ;2025-03;512.48;73.9763;281.11;37911.37;2025-04-20
320;5.8;2.1;Adosado;LEON;2025-08;316.43;63.0002;365.4;19935.15;2025-04-20
321;5.4;3.8;Adosado;SEVILLA;2025-07;406.02;51.8425;279.95;21049.09;2025-04-20
322;3.7;4.6;Piso;GUADALAJARA;2025-03;252.94;346.5674;1282.3;87660.76;2025-04-20
323;4.9;3.2;Duplex;CACERES;2025-08;424.9;396.9076;1944.85;168646.04;2025-04-20
324;4.6;3.9;Piso;LEON;2025-09;203.12;26.7825;123.2;5440.06;2025-04-20
325;4.5;4.7;Piso;LAS PALMAS;2025-05;285.69;80.3271;361.47;22948.65;2025-04-20
326;4.4;2.3;Adosado;TERUEL;2025-07;365.54;79.2091;348.52;28954.09;2025-04-20
327;5.8;2.6;Duplex;ALMERIA;2025-07;445.88;52.5836;304.98;23445.98;2025-04-20
328;4.5;2.7;Casa Unifamiliar;HUELVA;2025-05;569.36;174.4515;785.03;99325.71;2025-04-20
329;4.8;4.3;Casa Unifamiliar;ASTURIAS;2025-10;578.86;208.1569;999.15;120493.7;2025-04-20
330;5.6;3.6;Duplex;GUADALAJARA;2025-07;374.01;70.2836;393.59;26286.77;2025-04-20
331;3.6;4.5;Duplex;TARRAGONA;2025-07;371.93;172.0299;619.31;63983.08;2025-04-20
332;3.6;4.6;Duplex;CASTELLON;2025-04;351.33;60.9298;219.35;21406.47;2025-04-20
333;6.4;2.1;Piso;LLEIDA;2025-09;155.37;55.1162;352.74;8563.4;2025-04-20
334;3.4;2.6;Casa Unifamiliar;VALLADOLID;2025-04;604.69;363.8258;1237.01;220001.82;2025-04-20
335;4.8;4.7;Piso;A CORUÑA;2025-03;232.32;66.1659;317.6;15371.66;2025-04-20
336;5.7;3.7;Casa Unifamiliar;CANTABRIA;2025-03;595.63;86.5586;493.38;51556.9;2025-04-20
337;5.5;4.8;Adosado;PONTEVEDRA;2025-07;303.46;87.6923;482.31;26611.11;2025-04-20
338;6.3;4.9;Piso;SALAMANCA;2025-07;206.49;41.0849;258.83;8483.62;2025-04-20
339;6.0;3.4;Duplex;NAVARRA;2025-09;363.63;154.5819;927.49;56210.62;2025-04-20
340;4.7;4.8;Casa Unifamiliar;ZARAGOZA;2025-07;571.73;60.922;286.33;34830.94;2025-04-20
341;3.7;5.0;Casa Unifamiliar;SEVILLA;2025-07;438.11;188.3721;696.98;82527.7;2025-04-20
342;6.0;3.9;Duplex;ASTURIAS;2025-03;413.7;43.8663;263.2;18147.49;2025-04-20
343;4.0;3.3;Duplex;SEVILLA;2025-04;454.35;287.215;1148.86;130496.14;2025-04-20
344;5.8;3.1;Casa Unifamiliar;MALAGA;2025-10;500.56;41.9347;243.22;20990.83;2025-04-20
345;4.2;2.8;Adosado;CIUDAD REAL;2025-06;359.17;273.6831;1149.47;98298.76;2025-04-20
346;6.5;3.2;Casa Unifamiliar;SANTA CRUZ DE TENERIFE;2025-09;505.54;79.3571;515.82;40118.19;2025-04-20
347;4.9;4.8;Piso;BADAJOZ;2025-05;199.14;333.5047;1634.17;66414.13;2025-04-20
348;3.3;2.5;Duplex;MURCIA;2025-05;379.19;413.9176;1365.93;156953.41;2025-04-20
349;4.2;2.3;Duplex;SEVILLA;2025-03;385.76;70.8832;297.71;27343.9;2025-04-20
350;5.7;4.6;Casa Unifamiliar;ALICANTE;2025-10;588.98;66.65;379.9;39255.52;2025-04-20
351;3.4;3.6;Casa Unifamiliar;OURENSE;2025-06;556.1;345.7178;1175.44;192253.67;2025-04-20
352;4.2;3.4;Duplex;MADRID;2025-05;365.08;82.5957;346.9;30154.04;2025-04-20
353;5.5;3.3;Casa Unifamiliar;CACERES;2025-05;503.7;81.104;446.07;40852.08;2025-04-20
354;6.2;3.8;Casa Unifamiliar;SANTA CRUZ DE TENERIFE;2025-10;461.75;89.8148;556.85;41471.98;2025-04-20
355;5.9;3.5;Adosado;CACERES;2025-09;365.99;66.0787;389.86;24184.14;2025-04-20
356;4.7;5.0;Adosado;ALBACETE;2025-10;394.76;38.38;180.39;15150.89;2025-04-20
357;4.7;3.1;Casa Unifamiliar;GIRONA;2025-09;554.86;45.1867;212.38;25072.29;2025-04-20
358;4.0;2.3;Casa Unifamiliar;TOLEDO;2025-10;481.36;27.0665;108.27;13028.73;2025-04-20
359;5.5;3.1;Duplex;GRANADA;2025-08;409.79;326.474;1795.61;133785.78;2025-04-20
360;3.6;4.4;Casa Unifamiliar;GIRONA;2025-08;553.87;53.953;194.23;29882.95;2025-04-20
361;5.6;3.5;Duplex;PALENCIA;2025-03;446.06;397.1335;2223.95;177145.37;2025-04-20
362;3.9;3.7;Duplex;OURENSE;2025-03;443.39;67.6671;263.9;30002.92;2025-04-20
363;5.1;4.6;Piso;ALMERIA;2025-04;255.76;70.6999;360.57;18082.21;2025-04-20
364;3.7;4.6;Duplex;LUGO;2025-09;414.1;42.0799;155.7;17425.29;2025-04-20
365;5.2;4.8;Duplex;BADAJOZ;2025-09;329.18;498.2465;2590.88;164012.78;2025-04-20
366;4.1;4.5;Duplex;MALAGA;2025-03;391.02;78.3861;321.38;30650.53;2025-04-20
367;5.4;2.5;Adosado;PALENCIA;2025-08;393.04;134.5762;726.71;52893.83;2025-04-20
368;4.2;4.6;Duplex;ALBACETE;2025-09;364.02;74.8506;314.37;27247.12;2025-04-20
369;5.4;2.5;Piso;MADRID;2025-06;215.02;64.0007;345.6;13761.43;2025-04-20
370;3.8;2.9;Adosado;BURGOS;2025-04;299.68;152.8063;580.66;45792.99;2025-04-20
371;5.9;3.2;Casa Unifamiliar;LAS PALMAS;2025-10;452.25;271.6023;1602.45;122832.14;2025-04-20
372;5.9;3.7;Duplex;SORIA;2025-07;416.09;69.8803;412.29;29076.49;2025-04-20
373;5.9;3.2;Duplex;ASTURIAS;2025-04;368.62;108.3199;639.09;39928.88;2025-04-20
374;5.0;3.3;Adosado;CASTELLON;2025-10;300.55;71.1878;355.94;21395.49;2025-04-20
375;3.4;4.4;Adosado;CACERES;2025-10;406.26;37.4762;127.42;15225.08;2025-04-20
376;3.6;2.1;Duplex;SEVILLA;2025-06;357.08;192.3747;692.55;68693.16;2025-04-20
377;5.0;4.4;Adosado;BIZKAIA;2025-09;407.1;92.5024;462.51;37657.73;2025-04-20
378;5.7;3.3;Piso;ALICANTE;2025-08;300.71;78.1383;445.39;23496.97;2025-04-20
379;4.8;4.2;Adosado;BURGOS;2025-07;398.74;174.4547;837.38;69562.07;2025-04-20
380;4.0;3.4;Adosado;LA RIOJA;2025-07;311.32;74.9076;299.63;23320.23;2025-04-20
381;4.2;2.9;Duplex;VALLADOLID;2025-04;376.91;392.6602;1649.17;147997.56;2025-04-20
382;5.5;2.4;Duplex;TARRAGONA;2025-10;405.76;338.3036;1860.67;137270.07;2025-04-20
383;5.7;2.4;Casa Unifamiliar;SANTA CRUZ DE TENERIFE;2025-09;603.89;72.8298;415.13;43981.19;2025-04-20
384;4.7;4.3;Piso;GRANADA;2025-08;302.36;85.1318;400.12;25740.45;2025-04-20
385;6.5;2.0;Piso;SEVILLA;2025-07;252.03;400.0379;2600.25;100821.55;2025-04-20
386;6.2;3.6;Casa Unifamiliar;LLEIDA;2025-10;578.6;187.8651;1164.76;108698.75;2025-04-20
387;4.2;3.9;Piso;NAVARRA;2025-10;305.79;81.1666;340.9;24819.93;2025-04-20
388;4.7;3.6;Casa Unifamiliar;CASTELLON;2025-08;485.69;79.7063;374.62;38712.55;2025-04-20
389;4.0;4.5;Casa Unifamiliar;CADIZ;2025-10;589.86;62.0254;248.1;36586.3;2025-04-20
390;3.3;2.8;Casa Unifamiliar;ALICANTE;2025-03;477.09;319.3975;1054.01;152381.35;2025-04-20
391;4.5;4.0;Duplex;MALAGA;2025-09;436.68;82.2846;370.28;35932.04;2025-04-20
392;6.1;4.9;Casa Unifamiliar;SANTA CRUZ DE TENERIFE;2025-07;599.75;81.6016;497.77;48940.56;2025-04-20
393;4.8;3.7;Adosado;SANTA CRUZ DE TENERIFE;2025-06;315.81;71.1559;341.55;22471.74;2025-04-20
394;3.9;3.1;Casa Unifamiliar;JAEN;2025-04;472.2;391.6921;1527.6;184957.01;2025-04-20
395;6.5;2.3;Adosado;BURGOS;2025-06;328.49;167.9494;1091.67;55169.7;2025-04-20
396;3.8;4.6;Casa Unifamiliar;BADAJOZ;2025-06;508.34;86.8634;330.08;44156.14;2025-04-20
397;4.7;2.9;Piso;ZARAGOZA;2025-10;261.87;45.3436;213.11;11874.13;2025-04-20
398;6.2;2.0;Duplex;TOLEDO;2025-04;455.8;37.0683;229.82;16895.73;2025-04-20
399;5.5;2.0;Piso;CUENCA;2025-09;172.64;171.5159;943.34;29610.5;2025-04-20
400;3.5;4.4;Casa Unifamiliar;CASTELLON;2025-06;546.08;87.189;305.16;47612.17;2025-04-20
401;4.6;2.2;Duplex;GIRONA;2025-05;442.82;76.2012;350.53;33743.42;2025-04-20
402;4.6;2.6;Adosado;JAEN;2025-09;308.88;44.3626;204.07;13702.72;2025-04-20
403;3.7;2.0;Duplex;SANTA CRUZ DE TENERIFE;2025-03;400.51;64.0126;236.85;25637.69;2025-04-20
404;5.6;2.6;Duplex;HUESCA;2025-08;406.63;63.5855;356.08;25855.77;2025-04-20
405;5.3;2.3;Duplex;ILLES BALEARS;2025-06;455.36;54.4828;288.76;24809.29;2025-04-20
406;3.9;3.2;Casa Unifamiliar;GUADALAJARA;2025-04;609.68;196.6939;767.11;119920.34;2025-04-20
407;3.8;2.4;Piso;TERUEL;2025-10;179.33;368.7294;1401.17;66124.24;2025-04-20
408;3.4;2.2;Casa Unifamiliar;SALAMANCA;2025-03;496.5;109.9218;373.73;54576.17;2025-04-20
409;5.0;4.5;Piso;OURENSE;2025-05;295.01;187.865;939.32;55422.05;2025-04-20
410;4.7;4.4;Casa Unifamiliar;TERUEL;2025-08;467.97;38.6835;181.81;18102.72;2025-04-20
411;4.5;3.8;Piso;VALENCIA;2025-04;226.03;83.846;377.31;18951.71;2025-04-20
412;6.4;2.3;Duplex;LUGO;2025-05;338.96;52.4288;335.54;17771.27;2025-04-20
413;4.2;4.0;Casa Unifamiliar;HUELVA;2025-03;447.58;66.1628;277.88;29613.15;2025-04-20
414;6.2;5.0;Adosado;CORDOBA;2025-07;393.65;76.2778;472.92;30026.76;2025-04-20
415;5.1;3.7;Casa Unifamiliar;SORIA;2025-10;599.18;359.9072;1835.53;215649.2;2025-04-20
416;5.3;4.9;Casa Unifamiliar;CIUDAD REAL;2025-07;606.89;70.6509;374.45;42877.32;2025-04-20
417;4.6;4.2;Piso;SEVILLA;2025-03;192.69;36.8567;169.54;7101.92;2025-04-20
418;4.7;4.8;Piso;PALENCIA;2025-06;277.29;368.7633;1733.19;102254.38;2025-04-20
419;6.1;4.8;Piso;ASTURIAS;2025-07;284.65;170.521;1040.18;48538.8;2025-04-20
420;5.9;2.6;Piso;LUGO;2025-09;296.35;71.851;423.92;21293.04;2025-04-20
421;6.1;3.9;Adosado;LLEIDA;2025-03;384.47;72.3549;441.36;27818.29;2025-04-20
422;3.4;2.3;Piso;CUENCA;2025-10;295.39;71.1422;241.88;21014.69;2025-04-20
423;4.1;2.8;Casa Unifamiliar;BIZKAIA;2025-05;469.39;63.8973;261.98;29992.75;2025-04-20
424;5.8;3.7;Piso;ALMERIA;2025-04;233.46;176.6828;1024.76;41248.37;2025-04-20
425;3.9;4.2;Duplex;NAVARRA;2025-07;454.93;93.7077;365.46;42630.44;2025-04-20
426;3.5;3.3;Casa Unifamiliar;HUESCA;2025-07;587.34;87.0432;304.65;51123.95;2025-04-20
427;6.0;2.7;Adosado;BIZKAIA;2025-04;310.82;69.8791;419.27;21719.82;2025-04-20
428;3.5;2.2;Casa Unifamiliar;HUESCA;2025-05;543.21;178.3848;624.35;96900.41;2025-04-20
429;4.0;2.4;Duplex;BIZKAIA;2025-08;404.31;356.9882;1427.95;144333.9;2025-04-20
430;4.0;4.1;Casa Unifamiliar;LLEIDA;2025-08;531.31;67.6507;270.6;35943.49;2025-04-20
431;4.4;3.3;Casa Unifamiliar;ZARAGOZA;2025-06;532.23;31.6694;139.35;16855.4;2025-04-20
432;5.5;3.0;Casa Unifamiliar;TARRAGONA;2025-10;538.16;190.514;1047.83;102527.01;2025-04-20
433;3.9;4.0;Casa Unifamiliar;HUESCA;2025-04;512.51;70.2101;273.82;35983.38;2025-04-20
434;4.8;4.1;Piso;MADRID;2025-03;269.63;73.0719;350.75;19702.38;2025-04-20
435;3.4;2.3;Duplex;CADIZ;2025-09;431.45;193.5611;658.11;83511.94;2025-04-20
436;3.7;3.8;Duplex;ALICANTE;2025-05;451.52;51.7902;191.62;23384.31;2025-04-20
437;3.8;3.0;Casa Unifamiliar;BURGOS;2025-05;567.26;38.2829;145.48;21716.36;2025-04-20
438;3.5;2.2;Adosado;BADAJOZ;2025-08;289.52;265.9659;930.88;77002.45;2025-04-20
439;3.8;2.2;Duplex;CADIZ;2025-04;456.69;54.4318;206.84;24858.46;2025-04-20
440;4.2;2.7;Adosado;LAS PALMAS;2025-07;334.84;75.8698;318.65;25404.24;2025-04-20
441;4.8;3.4;Piso;CANTABRIA;2025-04;280.3;192.1561;922.35;53861.35;2025-04-20
442;4.1;4.4;Piso;PONTEVEDRA;2025-04;211.09;137.6054;564.18;29047.12;2025-04-20
443;5.7;3.3;Adosado;GRANADA;2025-06;332.03;103.0156;587.19;34204.27;2025-04-20
444;4.9;3.8;Duplex;LA RIOJA;2025-07;363.22;69.6749;341.41;25307.32;2025-04-20
445;3.4;3.2;Piso;ILLES BALEARS;2025-10;303.51;168.2536;572.06;51066.65;2025-04-20
446;4.1;2.8;Adosado;ALICANTE;2025-10;308.94;167.0401;684.86;51605.37;2025-04-20
447;4.2;3.6;Duplex;ZARAGOZA;2025-08;361.76;67.0525;281.62;24256.91;2025-04-20
448;4.7;4.8;Casa Unifamiliar;CIUDAD REAL;2025-08;556.8;496.9352;2335.6;276693.52;2025-04-20
449;4.5;3.8;Adosado;GIRONA;2025-06;399.1;65.9506;296.78;26320.88;2025-04-20
450;5.3;3.5;Adosado;CORDOBA;2025-04;383.39;70.036;371.19;26851.1;2025-04-20
451;5.7;3.1;Duplex;ALBACETE;2025-05;457.64;61.9928;353.36;28370.38;2025-04-20
452;3.4;4.5;Duplex;LLEIDA;2025-06;451.4;178.3371;606.35;80501.37;2025-04-20
453;4.8;2.2;Adosado;ASTURIAS;2025-09;362.8;78.5426;377.0;28495.26;2025-04-20
454;4.5;3.1;Casa Unifamiliar;LLEIDA;2025-07;479.26;63.8966;287.53;30623.08;2025-04-20
455;6.3;2.3;Adosado;CADIZ;2025-07;397.54;75.0364;472.73;29829.97;2025-04-20
456;5.5;2.9;Casa Unifamiliar;CASTELLON;2025-06;595.71;54.3458;298.9;32374.34;2025-04-20
457;4.2;3.2;Adosado;SEVILLA;2025-09;293.75;64.7817;272.08;19029.62;2025-04-20
458;4.2;3.8;Casa Unifamiliar;LUGO;2025-05;546.62;86.8545;364.79;47476.41;2025-04-20
459;5.9;2.7;Adosado;GRANADA;2025-07;292.35;83.0029;489.72;24265.9;2025-04-20
460;4.5;3.4;Piso;HUESCA;2025-08;259.49;322.691;1452.11;83735.09;2025-04-20
461;6.3;4.7;Duplex;GIRONA;2025-07;418.07;498.0024;3137.42;208199.86;2025-04-20
462;4.7;3.1;Adosado;CASTELLON;2025-04;281.1;62.1394;292.06;17467.39;2025-04-20
463;5.6;4.6;Casa Unifamiliar;BARCELONA;2025-03;564.44;69.6918;390.27;39336.84;2025-04-20
464;4.9;2.1;Piso;A CORUÑA;2025-08;242.65;71.691;351.29;17395.82;2025-04-20
465;4.2;4.1;Duplex;BARCELONA;2025-06;440.58;365.7376;1536.1;161136.67;2025-04-20
466;3.9;2.8;Piso;CANTABRIA;2025-07;304.54;75.3509;293.87;22947.36;2025-04-20
467;4.3;3.5;Piso;CACERES;2025-03;299.93;41.0304;176.43;12306.25;2025-04-20
468;5.5;3.2;Adosado;VALENCIA;2025-10;394.62;418.0847;2299.47;164984.58;2025-04-20
469;3.5;4.8;Duplex;LEON;2025-07;438.88;94.8222;331.88;41615.57;2025-04-20
470;3.8;4.0;Casa Unifamiliar;AVILA;2025-09;578.06;59.0591;224.42;34139.7;2025-04-20
471;5.0;2.4;Piso;PONTEVEDRA;2025-09;190.74;61.9432;309.72;11815.05;2025-04-20
472;3.7;4.6;Piso;TERUEL;2025-04;273.56;502.7931;1860.33;137544.08;2025-04-20
473;6.4;3.3;Duplex;ZAMORA;2025-06;424.79;38.3473;245.42;16289.55;2025-04-20
474;4.2;2.7;Duplex;SALAMANCA;2025-05;441.36;70.2581;295.08;31009.12;2025-04-20
475;5.8;2.9;Duplex;BARCELONA;2025-03;350.01;57.9834;336.3;20294.77;2025-04-20
476;4.1;3.2;Adosado;TARRAGONA;2025-04;375.01;197.8672;811.26;74202.18;2025-04-20
477;3.6;2.8;Casa Unifamiliar;GUADALAJARA;2025-04;602.91;63.546;228.77;38312.52;2025-04-20
478;3.3;3.9;Casa Unifamiliar;VALENCIA;2025-07;492.55;171.6144;566.33;84528.67;2025-04-20
479;3.4;3.0;Casa Unifamiliar;LAS PALMAS;2025-06;597.43;368.2824;1252.16;220022.95;2025-04-20
480;4.0;2.8;Piso;ALICANTE;2025-03;298.12;50.4447;201.78;15038.57;2025-04-20
481;6.3;3.5;Casa Unifamiliar;ZARAGOZA;2025-09;555.37;70.9843;447.2;39422.55;2025-04-20
482;4.3;4.4;Casa Unifamiliar;SANTA CRUZ DE TENERIFE;2025-03;554.76;96.2813;414.01;53413.01;2025-04-20
483;6.4;4.7;Piso;BARCELONA;2025-03;296.78;73.8481;472.63;21916.64;2025-04-20
484;5.3;2.6;Piso;BADAJOZ;2025-06;253.67;193.6138;1026.15;49114.01;2025-04-20
485;4.7;4.5;Duplex;ZAMORA;2025-08;449.28;52.9521;248.87;23790.32;2025-04-20
486;4.4;2.0;Duplex;VALLADOLID;2025-10;395.09;62.5401;275.18;24708.97;2025-04-20
487;3.9;2.4;Casa Unifamiliar;LUGO;2025-09;597.8;105.1469;410.07;62856.82;2025-04-20
488;5.8;3.3;Piso;ALAVA;2025-06;232.48;357.4981;2073.49;83111.16;2025-04-20
489;4.4;4.6;Casa Unifamiliar;MURCIA;2025-06;602.01;38.7553;170.52;23331.08;2025-04-20
490;4.9;2.9;Duplex;CORDOBA;2025-06;386.83;93.4642;457.97;36154.76;2025-04-20
491;4.2;2.1;Adosado;SORIA;2025-09;295.6;67.1025;281.83;19835.5;2025-04-20
492;3.9;4.1;Casa Unifamiliar;CANTABRIA;2025-04;608.61;162.4225;633.45;98851.96;2025-04-20
493;4.9;2.3;Duplex;ALMERIA;2025-05;426.81;35.9932;176.37;15362.26;2025-04-20
494;4.5;4.2;Piso;TERUEL;2025-10;192.08;79.5637;358.04;15282.6;2025-04-20
495;6.0;3.4;Adosado;SORIA;2025-10;393.37;54.922;329.53;21604.67;2025-04-20
496;6.5;2.6;Adosado;ZAMORA;2025-04;338.95;92.6337;602.12;31398.19;2025-04-20
497;4.3;4.1;Piso;SALAMANCA;2025-09;183.05;99.1056;426.15;18141.28;2025-04-20
498;4.1;4.3;Adosado;ZARAGOZA;2025-04;345.58;44.838;183.84;15495.12;2025-04-20
499;4.2;4.4;Duplex;ALMERIA;2025-07;424.28;88.9074;373.41;37721.63;2025-04-20
500;3.9;3.7;Piso;SORIA;2025-04;222.54;168.2124;656.03;37433.99;2025-04-20
501;5.9;2.2;Duplex;CANTABRIA;2025-06;458.47;83.7013;493.84;38374.54;2025-04-20
502;4.7;3.1;Adosado;LLEIDA;2025-09;298.4;65.0893;305.92;19422.65;2025-04-20
503;3.7;3.6;Piso;SEVILLA;2025-09;294.11;67.6649;250.36;19900.92;2025-04-20
504;4.1;4.4;Piso;ZAMORA;2025-05;174.35;396.1313;1624.14;69065.49;2025-04-20
505;6.1;2.6;Casa Unifamiliar;OURENSE;2025-07;529.84;92.157;562.16;48828.46;2025-04-20
506;6.3;4.6;Duplex;TARRAGONA;2025-05;433.65;82.7076;521.06;35866.15;2025-04-20
507;4.7;2.5;Piso;BADAJOZ;2025-04;176.28;65.68;308.7;11578.07;2025-04-20
508;6.0;3.5;Casa Unifamiliar;SANTA CRUZ DE TENERIFE;2025-05;602.91;398.4007;2390.4;240199.77;2025-04-20
509;5.7;3.6;Duplex;SEVILLA;2025-05;391.48;55.184;314.55;21603.43;2025-04-20
510;4.8;2.9;Adosado;CIUDAD REAL;2025-05;397.35;165.7632;795.66;65866.01;2025-04-20
511;4.5;3.1;Casa Unifamiliar;PALENCIA;2025-05;474.23;35.7343;160.8;16946.28;2025-04-20
512;4.0;2.9;Adosado;ALICANTE;2025-06;298.33;54.9338;219.74;16388.4;2025-04-20
513;4.4;4.0;Piso;SEGOVIA;2025-04;201.3;60.3468;265.53;12147.81;2025-04-20
